-1:58	Robert Peary	Tik.....Tok is time~
26:39	カービィ	草
26:40	るたろー	草
26:40	ダックスフント	かわいい
26:41	ふぉるす	草
26:43	るるるるぅ	はしご保管庫
26:46	kbf kbf	一人青くね？
26:50	たべっちかにっち	ジブだしまぁｗ
26:50	鼻セレブ	1
26:54	テルユウ	ショットガンアモ多すぎじゃない？
26:54	ちょき餡	しぃしぃ！？
26:55	エリアスエインズワース	この中に
27:14	まっしゅぽてと	わがままで草
27:19	はなめ	時代はね
27:22	ナス天	時代はライトアモ（オルタネーター）
27:23	ヘィヴンダックス	時代コロコロ変わるじゃん
27:28	亀山	夜見ヘビアモ信者だったのでは
27:48	Amatsu	kon re~na~
27:54	ふりっつ	でた～
27:57	うにあ	ざんねんだ
28:01	がらなちゃん	おめえはよお！
28:01	kiro	ようはさまるな
28:05	ぐだのすけ	おめぇはよぉ～
28:22	taka坊	夜見、今は４００構成教かな。元々ヘヴィ教だけど
28:23	dan dan	金カーゴボットのスカピ率は以上
28:31	鼻セレブ	いこかぁ！
28:36	めんとす	？
28:39	アキパン	いけます！！
28:40	ぐだのすけ	いけます！
28:40	kaiei[かいえい]	笑われとるｗ
28:40	鱈すく	いけます！
28:43	ひがしのそら	ほんまござ？
28:43	カービィ	きちゃ！
28:45	焼きナス	自分！いけます！
28:46	うにあ	神おったな
28:53	だるだる	主神が舞い降りたな
28:56	ヘィヴンダックス	これも信仰の賜物
28:57	Ketaけた	最強だ
28:58	桃purée	主神に感謝
28:59	めんとす	ブラハか？
29:01	kiro	顔はがしたろ
29:09	うどん	大会とは？
29:13	大阪難波	301+99で400か
29:23	xxNay2xx	前衛の連携とれてるのいいのぅ
29:47	めんとす	すぃよう
29:53	ナス天	もう、グッチャグチャやな
29:56	kiro	マスティフの音が
30:05	のんびりしたい	エペの大会があるんでしょ。
30:08	taka坊	８/２（日曜日）Vチューバー最強決定戦。に参戦予定PT
30:11	嶺上開花	vtuber
30:11	道銃	プラチナ4超えるために必要なのはこういうときの意思決定の早さよな
30:17	天狗野郎	部隊たくさんいて把握しきれないね
30:28	鼻セレブ	渋谷ハルの動画見てき
30:34	なしな	ここ無限に敵湧くよな
30:35	ナス天	漁夫の聖地
30:36	ネムイ	やば
30:39	うにあ	やべえな
30:42	Yuuki	これやばいなｗ
30:43	kiro	保管庫もう行けんな
30:43	kaiei[かいえい]	あたんねえｗ
30:45	っ。･ω･	多すぎ
30:48	83ヘチマ	たまが
30:48	LEO	リングに追われてきたのか
30:49	たべっちかにっち	弾ないなるでｗ
30:49	ヘィヴンダックス	密です
30:50	めんとす	弾ねえ！
30:54	9抹茶	弾ねーし
30:54	こかげ	スカってるな
30:57	さとうさとう	弾やばそう
31:01	_アーニー	ライトアモ無いね
31:07	ナス天	弾だいじょうぶ？時代終わる？
31:35	時計。	いっつも弾ないイメージ笑
31:44	タスク	弾足りないな
31:50	WRyou_Italy	弾ないで
31:51	SILVER	漁夫や
31:55	バンドエイド	長引くとさらに漁夫来るな
31:55	うにあ	やべえなこれは
31:57	Yuuki	まだ来るか
31:57	木目	下がろうぜ
31:59	かおう_____ta	やっばいなｗ
32:02	xxNay2xx	弾がないでしぃしぃ
32:04	mikan oisii	面白くなってきたァ！
32:06	B. D.	飢えとるなぁ
32:07	鼻セレブ	キルポキルポォ
32:09	kiro	弾もないしなぁ
32:16	yasu fuji	すごいｷｬｯｷｬｯしている・・・
32:18	あえら	たまない
32:23	ミドレー	弾ないなぁ（ﾊﾞﾊﾞﾊﾞﾊﾞﾊﾞ）
32:26	human atom	漁夫漁夫の漁夫定期
32:31	sut	仕分けなんて無限に漁夫くるからな
32:38	殺してください俺を、	( ´-ω-`)
32:55	タスク	これはダメな奴だ
32:58	B. D.	弾がぁ
33:03	Amatsu	"AH"
33:06	Yuuki	いやきつい
33:09	kbf kbf	のん気
33:10	たべっちかにっち	ｇｇ
33:10	かわ3	gg
33:10	かおう_____ta	gg
33:10	ぐだのすけ	gg
33:11	kuma	ひん
33:11	ネムイ	ああ
33:11	うにあ	きついい
33:12	がらなちゃん	gg
33:12	えすこんじ	gg
33:13	kiro	gg
33:13	ターニングポイント	gg
33:14	かそく	gg
33:14	木目	gg
33:14	ネムイ	gg
33:15	Yuuki	gg
33:15	アキパン	ｇｇ
33:15	Iceman	gg
33:15	シケポン	gg
33:15	うにあ	gg
33:16	桃花	ｇｇ
33:16	ステーキさん	多すぎた
33:17	バンドエイド	迷っちゃったねぇ
33:18	ドロップ	弾ねぇんだったら言いな
33:18	鶴部織羽	GG
33:18	くろあた	gg
33:18	xlv	おしし
33:19	mikan oisii	gg
33:19	ガリレオ	gg
33:19	ヘィヴンダックス	【定期】弾ない
33:20	Ketaけた	溶けた
33:20	Metallic	gg
33:20	ななかな	gg
33:22	サワリハス	gg
33:22	ねこさん1号	gg
33:22	るーがるー	gg
33:23	リコ	gg
33:23	悪運のたっちょん	gg
33:25	:v Khafidh	yamerooooo
33:25	るたろー	gg
33:25	中野	よみからシールドとりたかったネェ
33:25	スケルトン	gg
33:25	ふりっつ	ｇｇ
33:26	ルキルキ	gg
33:28	うりす	gg
33:28	taka坊	ｇｇ
33:28	ぎるがめっしゅ	gg
33:29	LEO	金と赤はキツイ
33:29	ふぉるす	gg
33:31	なしな	gg
33:31	Cj	gdgd
33:36	鳥取太郎	椎名さん絶対詰められないような距離から撃ち過ぎや
33:40	4649 hakuoro	報告が浅い
33:48	kiro	草
33:49	うにあ	パスいくんですか
33:50	ぐだのすけ	草
33:50	かわ3	パスはかわいいし！
33:51	Ketaけた	草
33:52	テラアル	オクタンアンチ
33:53	サワリハス	ジップロックｗ
33:53	がらなちゃん	ジップロックw
33:54	ワタル	ジップロックよわそう
33:55	ラクタムβ	草
33:56	タスク	保存できそう
33:56	リョコウバト	草
33:56	hoo hedge	ジップロップｗ
33:56	桃purée	ジップロック
33:57	あひこ。	ジップロックw
33:57	テルユウ	ジップロックw
33:57	かそく	ジップロック…？
33:57	はいどれ	ジップロック！？
33:58	ネムイ	ジップロックｗ
33:58	ちなまる	草
33:58	かおう_____ta	草
33:59	大阪難波	ジップロックｗ
33:59	おこたこた	草
33:59	たべっちかにっち	草
34:00	亀山	引くか詰めるかパッと決めなきゃやなー
34:00	アキパン	草
34:01	わっしょいわっしょい	ジップロック草
34:01	っ。･ω･	ジップロック
34:01	LEO	ジップロックｗ
34:01	SABA太郎	ジップロックｗ
34:01	WRyou_Italy	ジップロックは草
34:02	ぺス	草
34:02	えすこんじ	Ziplocｗ
34:02	ナス天	保存するのか
34:03	木目	椎名さんはエイム良いのが逆に立ち回り悪くしてるとこあるなぁ
34:04	ぎるがめっしゅ	草
34:05	だるだる	保存に便利
34:05	RyuDe	ジップロックは草
34:06	なしな	鮮度落ちなさそう
34:08	エマノン	レンチンしなきゃ
34:09	テルソンと共変性	草
34:09	シケポン	ジップロックw
34:11	ハロ丸	草
34:11	Metallic	草
34:12	チチ&カカ	戦争だわ
34:12	ちゃぽた	草
34:14	抹茶	ながもち
34:14	がらなちゃん	パスもオクタンもレヴもかわいい
34:16	はんぺん	パスの方がかわいい
34:16	ちょーろー	ジップロックｗ
34:16	うにあ	対立じゃん
34:17	FL MT	戦争だ
34:19	どっすん。	椎名さんは後方支援なん？
34:23	たまはす	ジップロックはやばいお腹よじれるｗ
34:24	えすこんじ	パスれなてぇてぇ
34:24	サワリハス	チーム解散の危機
34:25	鶴部織羽	チーム解散の危機
34:25	バンドエイド	実際安定編成
34:25	うにあ	これなん？？ｗ
34:25	空腹のまろん	詰めるか引くか意見分かれてたから仕方ない
34:25	ねこさん1号	ゴリ押しw
34:27	ヘィヴンダックス	そこに殴り込みをかけるレヴ
34:28	黎明卿新しきボンドルド	草
34:28	かわ3	これが最強よしみ
34:31	kbf kbf	草
34:34	めんとす	上ハラ
34:37	アキパン	草
34:41	yasu fuji	オクタンアンチいない？
34:41	のりのりなのり	しぃしぃが飛べないから
34:42	Yuuki	ダメダメｗ
34:44	千年孤独のグリーンペペ	ＪＰじゃしぃしぃが登れなかったりするから・・・
34:44	Ei NAGOMI	パスれなきちゃ
34:44	ふくざわゆきち	夜見には厳しくて草
34:50	kiro	ダイヤやん
34:52	sut	マスターや
34:53	っ。･ω･	夜見だけキャラ変えまくってて草
34:53	WRyou_Italy	夜見ふだん色々使ってるから
34:54	テルユウ	プレデター…
34:55	iroha ao	プレデターだ
34:58	rabbit dog	ｃです
34:58	ぐだのすけ	ひぇ
34:59	テラアル	もとプレデター
35:03	はなめ	組めないねえ
35:04	ねこさん1号	また...
35:04	あひこ。	組めないから野良
35:05	ぱわぷろ	野良なら
35:05	ミカグラ	クッソつよ
35:07	VON	Cですね
35:08	ズッ友のくろむちゃん	エボルヴやん。プロゲーマーやぞ
35:09	azamin33	野良なら組める
35:11	空腹のまろん	野良やない？
35:11	鯖缶	あっ
35:12	タスク	あっ・・・
35:12	SABA太郎	組めないはず
35:12	亀山	野良では
35:13	バーガー丸山	野良なら組めるかな
35:13	ゆきと	野良だとありえたはず
35:13	ささ	ダイヤ4なら
35:14	hoo hedge	野良ならある
35:15	かねごん	プレマス帯
35:15	バンドエイド	ブースｔ....
35:15	桃purée	元プレデターいるな
35:15	4649 hakuoro	のらやろ
35:16	日々木	組めないねぇ
35:19	どっすん。	組めないから野良
35:19	nukoe 1160	カジュアルにしないか？
35:22	B. D.	バケモン来ちゃったな・・
35:25	kiro	マッチバグ直ったはずだが
35:26	ヘィヴンダックス	よみカスもあてぃし族になってない？
35:26	Katarina Vamp	Cなら組める
35:27	ツキノ	c
35:27	うにあ	強すぎんだろ
35:27	S K	野良のたまたまマッチング
35:34	神田ノ	すげｗ
35:34	鼻セレブ	あんなもん勝てへんやろ
35:38	ラシアザ	普通にマッチングで組める
35:39	kazu suzuki	すぐc認定草
35:40	kbf kbf	チームあてぃし族
35:46	川上洋平	綺麗だねは草
35:46	かおう_____ta	キルポおおお！！
35:50	っ。･ω･	草
36:00	ミカグラ	3vs1ならやれる！
36:02	ぐだのすけ	やびやび
36:12	-銘-あき-A ki	さっきの威勢がｗ
36:14	青いザリガニ	返り討ち
36:17	テラアル	いまのあてかん？？
36:19	バンドエイド	当て感良すぎる
36:24	Ketaけた	草
36:26	Yuuki	やっば
36:29	たべっちかにっち	ぎゃあ
36:32	うにあ	やべえわｗｗ
36:32	木目	ガン逃げしな
36:35	まつまえ	マジかよ
36:35	WRyou_Italy	やっべ
36:36	シャムねこ	やっば
36:37	kiro	やべぇ
36:37	ヘィヴンダックス	；；
36:38	kiri	やべえええええ
36:39	うりす	やべぇｗ
36:39	I I	プレデター
36:39	たいやき	プレは草
36:40	ソーセン	ｽｩｰ…
36:40	のりのりなのり	無理や
36:40	ちゃぽた	やっばｗ
36:40	シケポン	やばいやばい
36:41	ぐだのすけ	ひええ
36:42	えすこんじ	プレデターマジ？ｗｗ
36:42	あひこ。	逃げろ～
36:42	うにあ	それはあかんｗｗ
36:43	りんご	ひぇぇ
36:43	taka坊	逃げのよしみ復活！
36:46	kaiei[かいえい]	プレデターこっわ
36:46	かわ3	ルフィになれ
36:47	iroha ao	勝てねえ
36:48	kbf kbf	かっこいいｗ
36:49	てぃーるる	化け物やんけｗ
36:49	ヘィヴンダックス	御臨終です
36:50	っ。･ω･	プレデター
36:50	ソーセン	草
36:51	ちなまる	草
36:52	UMA	草
36:52	川上洋平	プレデターならプラチナマッチくらいまでは無双できるしな
36:53	エマノン	かっけえ
36:53	桃purée	夜見ミサイル
36:53	ふくざわゆきち	草
36:54	xlv	おるなあやばやつ
36:54	ボウガン	かっこいい
36:54	黎明卿新しきボンドルド	草
36:54	タスク	あっ・・・
36:54	ちゃぽた	夜見ー！
36:54	クーラー	かっけーｗ
36:55	dan dan	プレデター怖い
36:56	ひがしのそら	草
36:56	yasu fuji	よるみぃーーーー！！！！
36:56	ネムイ	草
36:57	Yuuki	プレデター相手やったか
36:57	Ei NAGOMI	よるみ～
36:58	サワリハス	かっけぇ...
36:58	DoraMuniEl	かっけぇ！
36:58	マルタナカ	っぱパスファインダーよ
36:59	かずき	よるみかっけぇ
37:00	kakashi kojima	草
37:00	抹茶	よるみさん！？
37:00	うりす	よるみぃいいい！！
37:00	アキパン	よゆみ～！！
37:00	ぐだのすけ	よるみ～！！
37:01	なしな	夜見ぃぃぃぃぃ！
37:01	ななかな	草
37:02	かそく	草
37:02	ねるね	夜見
37:02	たべっちかにっち	かっこいいよゆみ
37:03	チチ&カカ	さよなら夜見
37:03	つけ麺つけ麺僕つけ麺	かっけえ
37:04	稲森ミモミ	勇気と無謀は違うんじゃよ
37:04	ディード	よるみーーーーー！
37:04	ねこ	かっけえ！
37:04	インフォメーション	夜見ィィィィィ！！！！！！！！！！！！！！
37:05	Erishun	カッコいい
37:08	がらなちゃん	おお
37:08	洋蔥牛肉	夜見ー！
37:08	kiro	なんか始まったな
37:09	I I	これ倒せば実質プレデターやぞ！
37:10	墓盗り	プレとあたんのさすがにダメだろ
37:10	まっしゅぽてと	夜見……まさかマジックを！？
37:11	mリウ	よるみいー！
37:11	モモぴ	夜見の方が強い！
37:12	ヘィヴンダックス	うおおおおお夜見ぃぃぃぃぃ
37:14	みちすな	夜見....死ぬ気じゃ....
37:21	iroha ao	撤退！
37:24	ミカグラ	かっけえ
37:25	kaiei[かいえい]	これはマジシャン
37:25	っ。･ω･	夜見
37:27	ソーセン	夜見ー！！！
37:28	ガリレオ	かっけぇ…
37:36	B. D.	まさか生還するとは
37:36	ソーセン	脱出マジック成功
37:37	うにあ	ｗｗ
37:39	kbf kbf	マイペース
37:39	ふくざわゆきち	草
37:39	かおう_____ta	草
37:40	かわ3	草
37:41	がらなちゃん	草
37:41	うりす	寄り道草
37:42	xxNay2xx	夜見の信頼よ
37:42	ねこ	脱出マジック成功
37:44	ラシアザ	わざと復活させてキルポ狙いの可能性もあるから気をつけて
37:45	hoo hedge	脱出マジックｗ
37:47	たべっちかにっち	まぁシールドなかったしｗ
37:48	タスク	ともかく漁らないと３人狩られる
37:50	アキパン	漁り大好き椎名さん
37:52	FL MT	蘇生した瞬間寄ってくるね
37:52	ぐだのすけ	草
37:52	めんとす	まあアーマーはね
37:53	うにあ	だいじだからね
37:55	ヘィヴンダックス	なお漁りは遅い
37:56	ダックスフント	備えは大切！
37:58	黎明卿新しきボンドルド	アサリ大全
38:02	kbf kbf	さす夜見
38:02	SAIRA	今のプラチナ帯は普通にダイヤマッチに放り込まれるんすわ
38:03	UMA	刀を持たないとよみちゃんを守れないからな
38:06	みちすな	またプレデター来るで
38:06	うどんこねっと	アサリ大全プレデター
38:09	木目	逃げようぜ、たぶん漁る暇ない
38:13	Rabunama	来そうでこえぇ
38:18	B. D.	プレデターがこれを逃すとは思えないが
38:27	ソーセン	別だ！
38:28	うにあ	うしろかあ
38:28	Ketaけた	あっ
38:29	hoo hedge	草
38:30	たべっちかにっち	別パだぁ！
38:32	B. D.	別かよぉ・・
38:33	043 _	kew 😆
38:34	うりす	これはやばいなｗ
38:34	Yuuki	別かよー
38:35	えすこんじ	別チだあ
38:36	サワリハス	きちぃ
38:36	るたろー	うわあ
38:37	かそく	うわぁ
38:37	川上洋平	マッチのレベルが高いね
38:37	みちすな	やば
38:38	千年孤独のグリーンペペ	一瞬で溶けたねえ
38:40	シャムねこ	gg
38:40	yasu fuji	やばぁ
38:40	かわ3	；；
38:41	kbf kbf	つら
38:42	っ。･ω･	きっつ
38:42	アキパン	きっちい
38:42	鶴部織羽	うわぁ
38:42	稲森ミモミ	これはきついわ
38:42	ネムイ	gg
38:43	WRyou_Italy	これがダイヤの世界ですか
38:43	ふくざわゆきち	ゲームスピード速すぎて草
38:43	Amatsu	lol
38:44	ねこさん1号	強いなあ
38:45	ガリレオ	あああ
38:45	どっすん。	蘇生音で寄ってきたな
38:45	シケポン	サンドイッチきつい
38:45	ぐだのすけ	gg
38:45	FL MT	ダイヤマッチは無理や
38:45	うにあ	これはいてえわ
38:46	齊藤	これは運が悪かったよ…
38:47	マルタナカ	キルポ回収業者
38:48	Metallic	gg
38:48	悪運のたっちょん	これは、きつい…
38:49	天狗野郎	轢殺されたｗ
38:49	桃園あい	舜殺
38:49	かびとる	はさみサンドイッチすこ
38:50	ヘィヴンダックス	悲しいなぁ
38:51	木目	だいぶ上のマッチだったな
38:52	みなみ	やべえ
38:52	たべっちかにっち	強すぎるｗ
38:53	ながねぎ	やっぱり狙われるのだ…
38:53	ラシアザ	まぁ、復活されたら来るわな
38:53	鼻セレブ	レベルが高すぎる
38:54	kbf kbf	これがダイヤよ
38:56	-銘-あき-A ki	マッチがキツすぎた
38:56	うにあ	これはあかん
38:56	KO U	魔境すぎるｗ
38:57	よーでる	相手が強すぎる
38:58	藤井ちゃんぽん	さば変えよ
38:59	ディード	敵つええな
38:59	あひこ。	なんか強くない？
39:00	かわ3	夏だから人気だな
39:00	ヘィヴンダックス	バケモンばっかりで笑う
39:02	アキパン	草
39:02	Yuuki	敵が強すぎた
39:03	えすこんじ	夏だからなぁ＾～
39:04	mikan oisii	gg
39:05	黎明卿新しきボンドルド	プレデターは災害だからしゃーない
39:05	まっしゅぽてと	カジュアル行けば？w
39:07	かおう_____ta	プレデターこっわ
39:08	はんぺん	涼みに来るｗ
39:09	うにあ	えぐすぎん？？
39:09	B. D.	地獄のような戦場だった
39:10	043 _	unlucky : P
39:10	みちすな	突風のように溶けたな
39:12	なしな	初動逃すとキツさが上がるなぁ
39:13	dan dan	魔境にマッチしたｗ
39:14	ko. ko.	音聞いてるか？
39:14	サワリハス	避暑地なの
39:14	ひぐゆう	深夜やからなあ
39:16	エマノン	ドロドロだあ
39:18	抹茶	避 暑 地
39:22	Cj	夏の夜はプレデターが湧くからな
39:24	/ケイ	プラチナで当たるの過疎りすぎやろ
39:25	kngkkk	西成かえろ
39:30	めんとす	試練大好きじゃん
39:33	放浪者	カジュアル行くかぁ笑
39:34	9抹茶	試練たのしい
39:35	墓盗り	過疎りすぎやなぁ
39:36	黎明卿新しきボンドルド	あんなとこw
39:41	やまも。	初動試練なかなか強い
39:42	テラアル	猛者はあそこに居る
39:42	かわ3	夜見ぃ！
39:43	きじとらねこ	夜見、試練好きやん
39:45	hoo hedge	漁夫の聖地
39:50	darling in the franxx Zero two 002	🍙🍙
39:50	ナカリュウ	試練行っても漁夫来ますよ
39:53	シケポン	あらら
39:55	サワリハス	夜見お留守番
39:56	なしな	ブラハ上にも物資あるから人気ありそうだけどどうだろう
39:56	S K	ドロップシップから降りる前に抜けたらペナルティなかったはず
39:57	ぐだのすけ	あら
40:00	木目	免除つくでしょ
40:02	ヘィヴンダックス	夜見脱出マジックの副作用
40:06	ぐんそーちゃん	プラチナが魔境過ぎるから
40:08	エンジュ	え？
40:10	kiro	免除あるしな
40:11	まっしゅぽてと	普通に抜けれるでよ
40:11	ddd ss	デュオモードか
40:12	ねこ	敗北免除あるか
40:12	ふくざわゆきち	マイナスにならんのじゃね
40:13	はぐぅ	2人だからペナない
40:15	ミドレー	草
40:17	かそく	なに…？
40:17	バンドエイド	試練は猛者がソロで担当してたりするからなぁ
40:18	っ。･ω･	え
40:19	村田ネギ	え
40:19	hoo hedge	まだだよ
40:19	レベル1	ベロが可愛かった
40:20	あひこ。	あ
40:20	kngkkk	10分できなくなるよ
40:21	マルタナカ	あら
40:21	rabbit dog	だめえええええええ
40:23	キルミルク	あ
40:23	B. D.	長いぞ
40:23	ぱわぷろ	あ
40:23	あああああ	ランクやぞ
40:26	rapi102	10分です
40:27	たべっちかにっち	１０ふんや
40:27	めんとす	これなには草
40:28	Sekitoセキト	あ、
40:28	どどDodo	あ
40:28	043 _	xDDDDDDDD\
40:29	ゆきと	マイナスつかないから即落ちすればよかった
40:29	Amatsu	Ah....
40:29	みり・。・v	草
40:30	テルユウ	えw
40:30	kbf kbf	休憩！
40:30	がらなちゃん	あら
40:31	ぐだのすけ	あら
40:31	ちなまる	10
40:31	えすこんじ	雑談タイム始まったな
40:32	mikan oisii	草
40:32	ねるね	はやい
40:33	けんばく	10分何する？
40:33	ワタル	雑談タイムか
40:33	鶴部織羽	あらら
40:33	てぃれもん	あらら
40:33	亀山	あっ
40:34	Virra	雑談するか～
40:34	村田ネギ	10分雑談で！
40:34	生まれたての子鹿	10分何もできないよ
40:35	S K	早すぎた…
40:35	かわ3	よしみやろ
40:35	タスク	ｯｽｩｰ･･･
40:36	のりのりなのり	いけないです
40:38	しろやま	よしみで
40:38	?!	草
40:38	かねごん	ポイントが
40:38	2touhei	丁度ええな
40:39	こーや	何もできなくなるで
40:39	千年孤独のグリーンペペ	よしみ
40:40	ふくざわゆきち	よしみ定期
40:40	チョコ.	明日テストで泣きそう
40:40	うにあ	チーム名だな
40:41	かおう_____ta	よしみ＆よみよるみ
40:42	テルユウ	よみよるみいな
40:42	ウニノレム	ｽｰ…
40:42	ちゃぽた	10分の雑談タイム
40:42	ひがしのそら	雑談タイム
40:42	Virra	よしみ
40:43	桃園あい	逃げのよしみ
40:43	kiro	あ
40:44	てぃれもん	よしみラジオ
40:44	かずき	雑談タイム
40:44	りんご	よしみが強すぎた
40:46	てらざわわ	速攻やられにいけばよかったんに
40:46	ぱうぜ	まだ決まってないのか…
40:47	UMA	もちよみよるみ
40:48	テラアル	雑談タイム！
40:48	ドロップ	即落ちすればよかったのに
40:48	migi	よしみじゃないのか
40:49	エマノン	あら
40:49	コウ	よしみ
40:50	紅茶牛乳	10分雑談
40:50	さばかん	場外に落ちたら良かったのに
40:50	にゃー	ナイス提案
40:51	悪運のたっちょん	10分でチーム名決めタイム
40:52	ロ一ツェ	よしみ
40:53	なぎのこ	逃げのよしみ
40:53	-銘-あき-A ki	よしみが強い
40:53	ボウガン	チームLスター
40:54	やまべー	しかもチャンピオン尊様の偽物で草
40:55	kbf kbf	逃げのよしみ
40:56	カービィ	よしみ
40:56	rabbit dog	草
40:56	ねこ	よしみ
40:56	シケポン	よしみ
40:56	たべっちかにっち	よしみ
40:56	アキパン	よしみ～
40:57	るーがるー	よしみ
40:57	まーち!	よしみ
40:57	Virra	みよし
40:57	ソーセン	よしみ
40:57	うにあ	よしみですかねえ・・・
40:59	ステーキさん	よしみ以外無いやろ
41:00	えすこんじ	よしみだよなぁ！？
41:01	kiri	よしみｗ
41:01	天狗野郎	よしみｗ
41:01	dan dan	吉見ｗ
41:01	archer	逃げのよしみ
41:02	長門有希	10分雑談タイム
41:03	kamitama	よみよるみwithしぃな
41:03	TOFU TOFU	よしみ一択
41:03	ぐだのすけ	よしみの気持ちｗ
41:03	はんぺん	みよし
41:04	sayyoh	逃げのよしみ
41:06	あひこ。	よしみしか勝たん
41:07	有村霧香	現れなしぃ！？
41:07	抹茶	お母さんみたい
41:08	ソーセン	あれ？
41:09	イープカ	これもう逆らえないだろ
41:09	ディード	逃げのよしみ
41:09	ガリレオ	よしみって誰
41:10	しるこっこ	よしみ
41:10	伊豆半島	よしみ好き
41:10	バンドエイド	よしみだな
41:11	みそ吉	天童
41:11	わっしょいわっしょい	三好
41:12	かずき	逃げのよしみ
41:12	Shu	damn...Platinum already!!
41:13	Sekitoセキト	４１３！４１３！
41:14	はいどれ	うつつよ「み」
41:15	鼻セレブ	よみよるみしいな
41:15	揚げ豆腐	甘やか椎名大全
41:15	Virra	草
41:19	mikan oisii	どっちのみ？
41:19	kbf kbf	三好のみ
41:20	ねるね	あれ
41:20	xxNay2xx	ユイヨミレナ
41:20	2touhei	あれ・・？
41:21	ミカグラ	？？？
41:21	松井	吉見？
41:23	なしな	うつしよ とかは？
41:23	よっしぃ	チーム『
41:24	えすこんじ	誰よその女？！
41:25	めんとす	よよし
41:26	Amatsu	Yoshimi ... dare ?
41:26	kiro	誰よその女
41:26	かびとる	四人目やで
41:26	sorosoro	YOSHIMI
41:27	hoo hedge	誰よその女！
41:27	kaiei[かいえい]	もっとわからんやろｗ
41:28	チチ&カカ	誰だよ
41:29	テルユウ	椎名良美
41:29	エメラルド板	よるよるみいな
41:30	桃園あい	チーム逃げのよしみ
41:30	burton	吉見はピッチャーやｗ
41:30	I I	近所のおばさんにいそう
41:30	スバりばー	よしみれなで
41:30	iroha ao	吉見
41:31	ぷりっつPretz	よみよるしぃ
41:31	てぃーるる	よしみって誰よ！
41:32	しろやま	良美
41:32	きじとらねこ	よよよ
41:33	かわ3	夜椎見
41:33	アキパン	夜椎み
41:33	Expert west	吉見投手？？
41:34	サワリハス	夜椎見？
41:35	まっしゅぽてと	夜椎見
41:37	yasu fuji	しみ
41:38	まっちゃん	夜椎見
41:39	take noko	夜椎見？
41:39	りんご	よみさん漢字なくて草
41:39	千年孤独のグリーンペペ	夜椎見
41:39	WRyou_Italy	夜死美
41:40	もにもん	黄泉のよ、椎名のし、夜見のみ
41:40	ウニノレム	よしぃみになるやん
41:40	春佳	よみが消えたぞ
41:41	悪運のたっちょん	夜椎見
41:41	バンドエイド	夜椎見
41:43	うにあ	夜椎見か
41:43	xlv	よみが平仮名なんだよな
41:43	テラアル	夜椎見
41:44	トム	夜椎見
41:46	鶴部織羽	夜椎見？
41:46	はいどれ	よし‐み【▽好み／×誼み】 親しいつきあい。また、その親しみ。
41:46	Vtuber大好きっ子	`yorusika
41:46	カービィ	死椎見
41:47	てぃれもん	草
41:47	しろやま	♡良美♡
41:48	川原太一	完全に新人ライバー
41:48	ちゃぽた	草
41:48	はんぺん	もううんちでええよ。
41:48	ふくざわゆきち	草
41:49	クーラー	草
41:49	伊豆半島	夜椎見
41:49	さかりく	夜椎美
41:49	吉ガイ	４ｃMe
41:49	マルタナカ	ほんまやｗ
41:49	ソーセン	草
41:49	かんだ	夜椎見
41:50	ターニングポイント	草
41:50	ふりっつ	草
41:50	ギラ	草
41:50	kakashi kojima	誼でよしみ。
41:50	ぐだのすけ	草
41:50	Keys	草
41:50	かわ3	よしみれな
41:50	Shu	1year not playing anymore btw
41:50	?!	草
41:51	タスク	草
41:51	新宿ペンギン	草
41:51	みなみ	草
41:51	めんとす	夜見じゃん！
41:52	黛ヒロユキ	レディースって感じだ
41:52	あひこ。	草
41:52	っ。･ω･	確かに
41:54	ddd ss	夜見さん？？
41:54	鈴木山田	夜の大福
41:55	ミカグラ	草
41:55	2touhei	ほぼ夜見草
41:56	ゴビ砂漠	夜見率たかい
41:56	kiri	草
41:56	アキパン	ほぼ夜見ｗ
41:56	かそく	草
41:57	Sekitoセキト	草
41:57	kbf kbf	草
41:57	紅茶牛乳	夜椎見？
41:57	zanny	ほぼ夜見
41:58	t yakiyama	チーム近所
41:58	リンタイラン	夜椎見
41:58	がらなちゃん	草
41:58	ふ	草
41:58	るーがるー	草
41:58	kiro	草
41:59	migi	好美
42:00	M I X	たしかにｗ
42:00	抹茶	実質よるみ
42:01	ボウガン	もう夜見でよくない？
42:01	Yuuki	夜見感つよいねｗ
42:01	つけ麺つけ麺僕つけ麺	草
42:02	168 KKK	夜見に吸収されてる
42:02	ぜろぱか	草
42:02	えすこんじ	よみが夜見に含まれてるからねｗ
42:02	subaru taira	大福サンドやん
42:03	人面ペンギン	ミルシィ
42:03	木目	現し世カッコいいなぁ
42:03	うにあ	ほぼ夜見ｗｗ
42:04	B. D.	よみよるしぃ
42:04	うりす	夜見66％で行こう
42:04	きじとらねこ	よるよみしい
42:04	ガリレオ	3分の2夜見
42:05	星野空	漢字だと「よしいみ」みなるが
42:05	jackiejack	大福を挟むな
42:06	サワリハス	しぃしぃ挟まれてるｗ
42:06	かびとる	世界の9割…
42:07	koba	４C3
42:07	さしすせそやゆよ	足利義視っていう人がいましてね…
42:07	ろばーと	吉見
42:07	求-矢澤	じゃあタマゴサンド
42:07	ふくざわゆきち	よみ成分消えてて草
42:07	エメラルド板	よみよるみいな
42:08	亀山	椎名を甘やかし隊でええやろ
42:08	メタル化・魔法反射装甲	うしみ
